ind_unique,hhid,indid,s1q2,s1q5,s2q7a,s2q8,s2q18,s2q11,s2q12,s2q13,s4q1,s4q2,s4q3,s4q4,s4q5,s4q6,s4q7,s4q8,s4q9,s5q1,s5q2,s5q3,s5q4,s5q5,s5q6,s5q7,s5q8,s5q9,s5q10,s5q11,s5q12,s5q13_1,s5q13_2,s5q13_3,s5q14,s5q14_b,s5q15,s5q16,s5q17,s5q18,s5q19,s5q20,s5q21,s5q22,s5q23,s5q24,s5q25,s9q2,s9q2_a,s9q3,s9q3_a,s9q4,s9q5,s9q6,s9q7,hhsize,famnum,famsize,speak_arabic,speak_english,speak_swahili,speak_other,read_arabic,read_english,read_swahili,read_other,write_arabic,write_english,write_swahili,write_other,weight
"240612","2406","12","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes – some difficulty","Yes","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",13,1,13,,,,,,,,,,,,,5.5571685
"240613","2406","13","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",13,1,13,,,,,,,,,,,,,5.5571685
"241701","2417","01","Village 3","Yes","Yes","Yes","Yes","Male","30 to 44","Burundi","No",,,,"Yes","No","No","No","Yes","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"International NGOs","No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",1,1,1,,,"yes","yes",,,,,,,,,5.5571685
"242001","2420","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Self-Employed)","No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","Yes – some difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"242002","2420","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"242003","2420","03","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"242004","2420","04","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"242005","2420","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,,,,,,,,,,,,,5.5571685
"242006","2420","06","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,,,,,,,,,,,,,5.5571685
"243501","2435","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,7,"Informal Sector (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"243502","2435","02","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"243503","2435","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"243504","2435","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Yes – some difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"243505","2435","05","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"243506","2435","06","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Cannot do at all","Yes – some difficulty","Cannot do at all","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"243507","2435","07","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,5.5571685
"243601","2436","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"243602","2436","02","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"243603","2436","03","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes",,,"yes",,,,,,,,,5.5571685
"243604","2436","04","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,,,,,,,,,,5.5571685
"244601","2446","01","Village 3","Yes","Yes","Yes","Yes","Female","20 to 24","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes",,"Yes","No",,,,,,,,,,,,,,,,,,,,,0,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",2,1,2,,,,"yes",,,,,,,,,5.5571685
"244602","2446","02","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",2,1,2,,,,,,,,,,,,,5.5571685
"244801","2448","01","Village 3","Yes","Yes","Yes","Yes","Male","25 to 29","Ethiopia","Yes","No",,"Primary","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Private Sector Enterprise (Registered/Formal Sector)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,1,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"244802","2448","02","Village 3","Yes","Yes","No","No","Female",,"Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,2,3,,"yes","yes","yes",,,,"yes",,,,"yes",5.5571685
"244803","2448","03","Village 3","Yes","No","No","No","Male","10 to 14","Ethiopia","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,2,3,,,"yes","yes",,,,"yes",,,,"yes",5.5571685
"244804","2448","04","Village 3","Yes","No","No","No","Male","05 to 09","Ethiopia","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,2,3,,,"yes","yes",,,,,,,,,5.5571685
"245101","2451","01","Village 3","Yes","Yes","Yes","Yes","Male","30 to 44","Burundi","Yes","Yes","Vocational training (more than 1 year, with government certificate)",,"Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"245102","2451","02","Village 3","Yes","No","No","No","Female","25 to 29","Burundi","No",,,,"Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No",,,,,,,,,,,,,,,,,,,,,0,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,"yes",,,,"yes",5.5571685
"245103","2451","03","Village 3","Yes","No","No","No","Male","10 to 14","Burundi","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,"yes","yes",,,"yes",,,,"yes",,5.5571685
"245104","2451","04","Village 3","Yes","No","No","No","Female","00 to 04","Burundi","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"246201","2462","01","Village 3","Yes","Yes","Yes","Yes","Female","45 to 49","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"Yes – some difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,"yes",,,"yes",,,,,,,,,5.5571685
"246202","2462","02","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"Yes – a lot of difficulty","No","No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,"yes","yes",,"yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"246203","2462","03","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,"yes","yes",,"yes",,,,"yes",,,,"yes",5.5571685
"246401","2464","01","Village 3","Yes","Yes","Yes","Yes","Female","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"246402","2464","02","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,"yes",,,,,,,,,5.5571685
"246403","2464","03","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Cannot do at all","No – no difficulty",4,1,4,,,,,,,,,,,,,5.5571685
"246404","2464","04","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"248501","2485","01","Village 1","Yes","Yes","Yes","Yes","Female","20 to 24","South Sudan","Yes","No",,"Primary","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"248502","2485","02","Village 1","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,"yes","yes",,,"yes",,,,"yes",,5.5571685
"248503","2485","03","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","Yes – some difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"248504","2485","04","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","Yes – a lot of difficulty","No – no difficulty",5,1,5,,,,,,,,,,,,,5.5571685
"248505","2485","05","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,,,,,,,,,,,,,5.5571685
"250701","2507","01","Village 1","Yes","Yes","Yes","Yes","Female","25 to 29","DR Congo","No",,,,"Yes","No","No","Yes","No","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"Yes – some difficulty","No","No – no difficulty","Yes – some difficulty","No – no difficulty","No – no difficulty",6,1,5,,,"yes","yes",,,,,,,,,5.5571685
"250702","2507","02","Village 1","Yes","No","No","No","Male","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"Yes – some difficulty","No","No – no difficulty","Yes – some difficulty","No – no difficulty","No – no difficulty",6,1,5,,,"yes",,,,,,,,,,5.5571685
"250703","2507","03","Village 1","Yes","No","No","No","Male","05 to 09","DR Congo","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"Yes – some difficulty","No","No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,5,,,"yes",,,,,,,,,,5.5571685
"250704","2507","04","Village 1","Yes","No","No","No","Female","05 to 09","DR Congo","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Yes – some difficulty","No – no difficulty",6,1,5,,,"yes",,,,,,,,,,5.5571685
"250705","2507","05","Village 1","Yes","No","No","No","Male","00 to 04","DR Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Yes – some difficulty","No – no difficulty",6,1,5,,,,,,,,,,,,,5.5571685
"250706","2507","06","Village 1","Yes","Yes","No","No","Male","30 to 44","DR Congo","Yes","Yes","Vocational training (more than 1 year, with government certificate)",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,1,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"251001","2510","01","Village 1","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","No – no difficulty","No – no difficulty",2,1,2,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"251002","2510","02","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","Yes – some difficulty","No – no difficulty","No – no difficulty",2,1,2,,,,,,,,,,,,,5.5571685
"251301","2513","01","Village 1","Yes","Yes","Yes","Yes","Male","30 to 44","DR Congo","Yes","No",,"University","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Vacation, holidays",,,"No","Not returning","Yes",,"Looked at job advertisements","Applied for permit to start business","Enquired at workplaces, farms, factories or called on other possible employers","Employed (working for pay or profit)",1,"Less than 1 week",,,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,"yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"251302","2513","02","Village 1","Yes","No","No","No","Female","30 to 44","DR Congo","Yes","No",,"University","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"Yes",,"Looked at job advertisements","Applied for permit to start business","Placed or answered job advertisements","Unemployed (seeking employment)",0,"Less than 1 week",,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"251303","2513","03","Village 1","Yes","No","No","No","Male","00 to 04","DR Congo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,5.5571685
"251401","2514","01","Village 1","Yes","Yes","Yes","Yes","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Less than 1 week","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,"yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"251402","2514","02","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes","yes","yes",,"yes",,"yes",5.5571685
"251403","2514","03","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"251404","2514","04","Village 1","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"No","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"Cannot do at all","No","No – no difficulty","No – no difficulty","No – no difficulty","Cannot do at all",5,1,5,,,,,,,,,,,,,5.5571685
"251405","2514","05","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,,,,"yes",,,,,,,,,5.5571685
"251701","2517","01","Village 1","Yes","Yes","Yes","Yes","Female","25 to 29","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,5,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"251702","2517","02","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,,,,,,,,,,5.5571685
"251703","2517","03","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"251704","2517","04","Village 1","Yes","No","No","No","Male","25 to 29","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"252901","2529","01","Village 1","Yes","Yes","Yes","Yes","Female","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,"yes","yes",,"yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"252902","2529","02","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",3,1,3,"yes",,,"yes",,,,,,,,,5.5571685
"252903","2529","03","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"Yes – a lot of difficulty","No – no difficulty","Cannot do at all","No – no difficulty",3,1,3,"yes",,,"yes",,,,,,,,,5.5571685
"253801","2538","01","Village 1","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","Yes","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"253802","2538","02","Village 1","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,5,"yes","yes",,"yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"253803","2538","03","Village 1","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"253804","2538","04","Village 1","Yes","No","No","No","Male","00 to 04","South Sudan","No",,,,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,5,"yes",,,"yes",,,,,,,,,5.5571685
"253805","2538","05","Village 1","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,,,,,,,,,,,,,5.5571685
"253806","2538","06","Village 1","Yes","Yes","No","No","Male","35 to 39","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","Yes",,,,"Housewife / family responsibilities",,"Less than 1 week","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,1,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"254401","2544","01","Village 1","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,3,"yes",,"yes","yes",,,,,,,,,5.5571685
"254402","2544","02","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"Yes – a lot of difficulty","No","No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,3,"yes",,"yes","yes",,,,,,,,,5.5571685
"254403","2544","03","Village 1","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,3,"yes",,"yes","yes",,,,,,,,,5.5571685
